query_mass,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m/z,delta(ppm)
338.0873712,HMDB0134938,"3,4,5-trihydroxy-6-(1H-indole-3-carbonyloxy)oxane-2-carboxylic acid",n/a,C15H15NO8,337.079766447,M+H,+,338.087042,1
338.0873712,HMDB0013189,3-Indole carboxylic acid glucuronide,n/a,C15H15NO8,337.079766461,M+H,+,338.087042,1
338.0873712,HMDB0011658,"2,8-Dihydroxyquinoline-beta-D-glucuronide",n/a,C15H15NO8,337.079766461,M+H,+,338.087042,1
338.0873712,HMDB0131931,"5,6,7-trihydroxy-2-(2,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0131929,"(2E)-1-(2,3,4,6-tetrahydroxyphenyl)-3-(2,3,4-trihydroxyphenyl)prop-2-en-1-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0137816,"3-(2,4-dihydroxyphenyl)-5,6,7,8-tetrahydroxy-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0137819,"5,7,8-trihydroxy-3-(2,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0137821,"5,7,8-trihydroxy-3-(2,3,4-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0140538,"2-(3,4-dihydroxyphenyl)-5,6,7,8-tetrahydroxy-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0126563,"2-(3,4-dihydroxyphenyl)-3,5,6,7-tetrahydroxy-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0125037,"6,7-dihydroxy-3-(2,3,4,5-tetrahydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0126566,"3,5,7-trihydroxy-2-(2,3,4-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0131932,"(2E)-1-(2,3,4,6-tetrahydroxyphenyl)-3-(2,4,5-trihydroxyphenyl)prop-2-en-1-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0126564,"3-(3,4-dihydroxyphenyl)-1-(2,3,4,6-tetrahydroxyphenyl)propane-1,2-dione",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0126567,"3-(2,3,4-trihydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propane-1,2-dione",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0126570,"3-(2,4,5-trihydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propane-1,2-dione",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0125219,"3-(3,5-dihydroxyphenyl)-1-(2,3,4,6-tetrahydroxyphenyl)propane-1,2-dione",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0125216,"2-(3,5-dihydroxyphenyl)-3,5,6,7-tetrahydroxy-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0125207,"1-(2,4,6-trihydroxyphenyl)-3-(3,4,5-trihydroxyphenyl)propane-1,2-dione",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0125079,"5,6,7-trihydroxy-3-(2,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0125067,"6,7,8-trihydroxy-3-(2,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0125052,"6,7-dihydroxy-3-(2,3,4,6-tetrahydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0126569,"3,5,7-trihydroxy-2-(2,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0128213,"5,6,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0131759,"2-(2,4-dihydroxyphenyl)-3,5,6,7-tetrahydroxy-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0131760,"3-(2,4-dihydroxyphenyl)-1-(2,3,4,6-tetrahydroxyphenyl)propane-1,2-dione",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0131925,"(2E)-1-(2,3,4,6-tetrahydroxyphenyl)-3-(3,4,5-trihydroxyphenyl)prop-2-en-1-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0131928,"5,6,7-trihydroxy-2-(2,3,4-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0140542,"3-(3,4-dihydroxyphenyl)-1-(2,3,4,5,6-pentahydroxyphenyl)prop-2-en-1-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0140556,"2-(3,5-dihydroxyphenyl)-5,6,7,8-tetrahydroxy-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0167579,"2-(2-ethenyl-5,6-dihydroxy-4-oxo-4H-chromen-3-yl)-3-methoxy-3-oxopropanoic acid",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0152484,"3,5,6,7,8-pentahydroxy-2-(3-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0167582,2-(2-ethenyl-5-hydroxy-4-oxo-4H-chromen-3-yl)-2-hydroxy-3-methoxy-3-oxopropanoic acid,n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0167580,"2-(2-ethenyl-5,7-dihydroxy-4-oxo-4H-chromen-3-yl)-3-methoxy-3-oxopropanoic acid",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0167581,2-[5-hydroxy-2-(oxiran-2-yl)-4-oxo-4H-chromen-3-yl]-3-methoxy-3-oxopropanoic acid,n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0030835,(±)-Dihydromyricetin,n/a,C15H12O8,320.05321736,M+NH4,+,338.08704,1
338.0873712,HMDB0152029,"5,7,8-trihydroxy-2-(2,3,4-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0152031,"1-(2,3,4,6-tetrahydroxyphenyl)-3-(2,3,4-trihydroxyphenyl)prop-2-en-1-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0152038,"2-(1,5-dihydroxy-4-oxocyclohex-2-en-1-yl)-5,7,8-trihydroxy-4H-chromen-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0152035,"5,7,8-trihydroxy-2-(2,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0152036,"1-(2,3,4,6-tetrahydroxyphenyl)-3-(2,4,5-trihydroxyphenyl)prop-2-en-1-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0152037,"2-(1,3-dihydroxy-4-oxocyclohex-2-en-1-yl)-5,7,8-trihydroxy-4H-chromen-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0152402,"2-(3,5-dihydroxyphenyl)-3,5,7,8-tetrahydroxy-3,4-dihydro-2H-1-benzopyran-4-one",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
338.0873712,HMDB0152479,"2,3-Dihydrogossypetin",n/a,C15H12O8,320.053217346,M+NH4,+,338.08704,1
