"","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","QC","Unvaccinated","Vaccinated","Minipig_Pooled_QC1","Minipig_Pooled_QC2","Minipig_Pooled_QC3","Minipig_Pooled_QC4","Minipig_Pooled_QC5","Minipig_Pooled_QC6","Minipig_Pooled_QC7","Minipig_3273_12wks","Minipig_3273_30DPI","Minipig_4754_12wks","Minipig_4754_30DPI","Minipig_7488_12wks","Minipig_7488_30DPI","Minipig_7554_12wks","Minipig_7554_30DPI","Minipig_9739_12wks","Minipig_9739_30DPI","Minipig_1817_12wks","Minipig_1817_30DPI","Minipig_4515_12wks","Minipig_4515_30DPI","Minipig_5273_12wks","Minipig_5273_30DPI","Minipig_6059_12wks","Minipig_6059_30DPI","Minipig_9947_12wks","Minipig_9947_30DPI"
"11",77.9944957803747,77.9941782980889,77.9951723292076,62.56699999998,61.93000000002,64.417,27,7,10,10,46397.7582631054,42426.8107746317,45170.855504309,42832.1643127871,44195.7864726263,47543.3373083702,46645.4136917247,18333.2194179451,70329.2337368854,50988.130545207,71188.0192411525,30122.1930045023,41420.9050788402,22778.2286927241,62606.9540271522,26170.789233144,56423.3386974626,39567.0877778156,38977.3607276514,27330.2481649917,64013.9997052229,52170.7574740739,57021.7236783289,37961.5741450045,111723.300224406,25650.6232233082,50566.2496219625
"12",78.9944108592674,78.9938092399318,78.9951260408474,62.92349999999,62.49800000002,65.14400000002,8,0,3,5,7862.27066216611,6973.06917900778,7665.9048138239,6825.09088309812,7260.5437966629,7023.89962425649,6637.28606035331,3729.43762858427,10854.0716723982,7945.20312170136,10470.1596424272,6007.24456194383,6264.77510450757,4888.64062696298,9594.1137888861,5713.802923464,9034.75110651159,5831.70537220085,5906.42804673348,5484.44963799491,9383.90148747007,9146.49154035035,8235.25284121268,6455.7206931815,14913.0239700622,5740.35070792436,8240.23255990579
"13",79.021952820392,79.0215287879753,79.0226146141564,93.8215,92.992,94.57400000002,22,7,7,8,53404.3731764862,52468.5871434262,50022.7341136363,50554.0474952017,49003.2943074536,48775.2494390868,49150.7835506005,10601.5418165463,29300.293867681,21608.8838303167,18411.8956523827,8883.17349533802,31742.4923130019,22503.1135505896,1447.71145798761,26453.2926732073,32325.5684991394,12223.7970951849,21521.0325004039,20702.2213649597,25517.9161661893,20581.0710796142,38286.594545896,21482.4414895047,20219.3072129883,7250.88425010699,24078.8250152299
"14",79.0549498482224,79.0545897996775,79.0555782477029,355.97499999998,355.222,356.016,27,7,10,10,55209.3512155204,55741.7160961955,55245.6221825775,57090.3319210598,59979.3364438806,59814.1555685632,60332.1519679907,41644.9287255196,50766.7012856546,73191.2433841872,49472.4926086714,36733.3953988367,51732.2483511895,71492.8870064206,13980.0272884094,90366.1663302442,54300.3287305005,39212.9884396509,53203.8416543356,68535.9680401758,50888.9906025879,77190.033674541,47049.8674629182,65027.3630264831,50753.8424846191,47912.0182279559,54546.6551443699
"15",80.9486959256677,80.9484397056391,80.9492781604813,79.34000000002,78.392,84.73199999998,27,7,10,10,588203.11743233,587611.287386997,598238.398691965,584657.980783131,569026.79759804,578629.723475575,584614.035857619,711031.583155558,598243.690281677,575830.582478241,619484.771655921,578745.207261073,596583.772718571,447325.281803015,73450.0253548086,572041.497809403,640694.35083328,635873.480481784,616295.933230441,595602.375381861,635120.380236097,594067.896673328,643783.800025184,533761.776806358,618808.975128187,698848.088919847,619514.18052275
"16",80.974468210095,80.9742362618511,80.9751270384395,1346.895,1346.221,1347.554,8,2,4,2,5435.32024086993,6549.2274790318,7982.93314155701,8712.18540729788,10093.2628780465,11208.3519806321,13404.7073890108,6926.45015983078,6774.22908881228,8983.7000429693,8472.88506948242,9643.51436369969,12158.4653534514,8342.69985424408,6809.09821284972,12823.2130826764,12102.0622392076,7328.45843729647,6876.35127144738,7368.28411322185,7446.79257686515,8236.57940210637,8355.57606001434,8197.32588819248,9330.14503014068,15383.0447401828,12595.4737098578
"17",81.0268288350903,81.0265402512144,81.0275664221008,62.56700000002,61.831,64.417,9,1,4,4,6772.83471502511,7020.03604588273,6823.2723156932,7741.74477589743,6848.83456952298,8666.09972474185,7167.59208834562,4359.96453435291,10332.7774672587,8102.46116360747,10448.7871290712,5594.54515363599,7593.48132153216,4971.43340462297,9369.50641819127,4638.96166094299,9253.72402624971,6793.50297024474,7242.99817947298,5259.65214823146,6728.99672303633,8707.67910187502,9498.39550554693,6876.88013664255,17321.6978804971,5343.73965493075,9417.09104299817
"18",81.0320187921898,81.031504921809,81.0347772793118,71.95849999999,70.48999999998,87.84899999998,42,6,10,10,24990.7455424007,23394.8684655503,22298.0119402604,21476.45303262,21945.4950122406,22901.87971709,21331.989460673,22455.5738631011,22074.0994276758,22659.8122188677,23595.4539194696,21035.3385318893,22650.7670433315,24485.9804568764,27784.7033706976,23353.6988442219,20542.4366779985,23169.5514003546,25506.0118768549,23851.978711084,23031.7457334691,23915.3851479205,22290.2168320462,20877.4212103873,21507.7615263293,20823.0602637186,22000.5590122532
"19",81.0704971433993,81.070373295568,81.0712052116846,1173.03700000002,1172.25899999998,1173.516,7,0,3,4,7504.73026751301,5857.67579422652,6456.34972428238,6914.05109814989,8099.11642472481,7581.43370952369,7894.04643866987,4956.17432938923,17673.1590351103,3547.13063933966,4904.46274269159,3682.95477411098,16824.6029631879,3672.28650581753,2881.2242982462,3987.20006220841,13698.4898706352,4436.79552136521,16499.7650654051,2782.50106903485,7538.44046435811,3221.44601198499,11520.3103145116,5177.6750132438,6891.34343384011,6071.60025330172,22239.6127385172
"20",81.5213566407376,81.5210027645292,81.521761601218,9.2285,6.55200000002,28.56200000002,22,5,7,8,29265.7640211371,29092.9949569977,44689.0370786986,52765.5159920197,0,45733.8691249181,0,0,41572.5548114379,37624.952214748,47030.6446626846,28528.5088414208,0,46657.6583479148,0,66992.8621459775,24486.9807632869,26443.7120588659,40573.8114911514,0,48316.0276960061,30738.815466425,25498.8777202558,12684.3828455627,47632.1789435035,55563.6963599572,0
"21",81.5216229951835,81.5209498788421,81.5221196718485,61.273,38.56699999998,63.681,23,5,8,7,23723.4306672575,27495.1747542114,27290.1538591431,25461.7346536646,18674.9433083699,20141.7195726462,19633.883812509,15771.8306569471,32102.6675514853,25673.5207047685,26487.7860418114,37623.5384586434,15114.8416382073,1529.42017106636,77680.3793750674,42297.546359915,27421.8341576088,33738.0715268673,28948.4439787366,14876.5589980903,25144.8749696996,31245.1155612366,24018.0715596401,23145.0774495564,52301.2427696987,19913.2017004478,17056.7370457949
"22",82.0158062762979,82.0143617881046,82.0168673112117,61.875,61.23099999998,62.957,15,4,4,7,6751.43110169098,8628.58151794765,10199.5441395996,9592.50345952191,9695.36074299619,9386.07183615254,8832.26541644959,5879.29828429923,14898.2940569988,12979.552796056,17738.8251221195,8895.08340718488,10231.5856840435,6729.62896062469,13402.7006742645,7445.31858964726,13469.4059106445,7964.31836023048,6800.217030546,8675.70629077451,14492.5004398415,12750.058625529,17730.0584413082,11078.6911212809,23781.7442431014,6638.7342580313,8367.91433713515
"23",82.945612325459,82.9453268410701,82.9461914905934,79.34000000002,78.392,85.50799999998,27,7,10,10,177024.998969232,176536.769121757,179190.017536518,177746.827668121,171308.640528096,172759.179822692,174389.188470918,213765.140231424,177728.920682643,173355.088106805,187501.190928416,174463.122177497,178253.449744639,137688.692591979,27320.6481146102,174751.437256573,192851.021861281,194543.773084841,182983.843431808,179773.012325761,190926.145573474,180662.631007435,194335.683665282,164509.778432758,185291.634847126,206058.404246134,188132.173176181
"24",82.9971475957645,82.9969246934585,82.9977002893994,9.88799999998,6.551,38.55900000002,41,7,9,10,73106.7477806575,118848.986652709,58413.1576403205,68008.0288672985,92104.8132161168,55147.6658369487,115461.514983176,39522.4179586838,115812.23424107,44753.9377557928,105897.756269782,63960.43113726,50080.261588699,45183.5521375621,0,56379.1935395226,107101.005828718,41649.8831652832,38604.9235434627,56031.4786317383,78057.1725324276,80103.821257893,98024.6586048194,51971.9959853008,83598.0343723658,47397.992479581,63473.9879033024
"25",82.997275511269,82.9969964988858,82.9978463341266,60.56400000002,39.157,61.23099999998,29,7,10,10,68201.3962259491,56086.7184132891,55685.3268407135,62569.4713479556,61234.8072123589,65582.5931527993,63259.683225107,75242.5790191019,67464.1564934594,58863.3181602993,62101.7517798648,92694.5400317309,57502.6799848927,65903.2738446338,129238.886630149,56188.4415068974,59250.4141574619,85939.3626219146,90048.5529838147,60385.752861634,56749.3355274617,76828.8319020546,71769.3252696057,65894.4388897598,52669.0486197474,68015.7114978565,78918.3882238305
"26",83.0222717748225,83.0218454759197,83.0228680467202,85.12699999998,84.01500000002,85.47900000002,12,2,5,5,38175.8342481996,40158.7647860538,39209.8716133442,41380.4945556126,36746.6365165849,39061.3345162209,42431.2797668722,53667.6722345018,47339.6181496263,59005.7432145708,46370.4684607607,30179.2993616204,45681.0767450073,45118.5046014545,12421.55173485,60964.3581451643,44722.6263968506,32703.4537459936,43662.1037732225,58304.834422113,33688.414275401,60125.6710359685,49630.0011550352,44859.2964871283,31069.2625275515,48803.6521118064,40147.4891803414
"27",83.057773993661,83.0549597247511,83.0602770764886,482.44900000002,481.32100000002,510.01600000002,18,2,5,5,43380.0666520225,16455.2326094939,15738.0884127077,15276.008201533,8866.10438922981,15701.4867143229,15238.0687299081,16972.9038224452,12857.6930434138,16779.7183910631,19049.1080507978,15747.519789358,10970.6368884688,12979.4008243284,13124.3009040207,15733.0435905059,13784.3181847046,16112.3105382454,16409.9223568796,17779.3617173191,18452.1517023261,16241.5644397642,16103.5153011598,15755.4091922045,13395.9707404068,14106.7116775238,11509.0927822775
