"population","pop_name","sample","vaccine_status","percentage"
"Pop20","CD3+CD4+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_7554_12wks","control",0.878601578271242
"Pop20","CD3+CD4+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_9739_12wks","control",0.0617999227500966
"Pop20","CD3+CD4+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_9947_12wks","vaccinated",0.176729079098204
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_1817_30DPI","vaccinated",1.51785022845195
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_3273_30DPI","control",1.30507263634199
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_4515_30DPI","vaccinated",1.88535517044373
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_4754_30DPI","control",0.956172800802558
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_5273_30DPI","vaccinated",0.384591905256089
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_6059_30DPI","vaccinated",2.5323275862069
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_7488_30DPI","control",0.941909040750374
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_7554_30DPI","control",1.80572851805729
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_9739_30DPI","control",1.36598692555371
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_9947_30DPI","vaccinated",2.40643005858713
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_1817_12wks","vaccinated",0.266723244324554
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_3273_12wks","control",0.277238702522872
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_4515_12wks","vaccinated",0.205531477592601
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_4754_12wks","control",0.558852735376302
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_5273_12wks","vaccinated",0.522782813128345
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_6059_12wks","vaccinated",0.272362385321101
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_7488_12wks","control",0.0402479272317476
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_7554_12wks","control",0.396861809506331
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_9739_12wks","control",0.285824642719197
"Pop21","CD3+CD4+SLADQ+CD172(negative all other markers)","Minipig_9947_12wks","vaccinated",0.140905617118838
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_1817_30DPI","vaccinated",2.27290327576861
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_3273_30DPI","control",0.438199571326506
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_4515_30DPI","vaccinated",0.933155589411541
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_4754_30DPI","control",0.670888456956549
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_5273_30DPI","vaccinated",0.225871436420243
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_6059_30DPI","vaccinated",2.1417025862069
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_7488_30DPI","control",0.4019862851738
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_7554_30DPI","control",3.62702366127024
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_9739_30DPI","control",1.23914528246658
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_9947_30DPI","vaccinated",0.67786762213722
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_1817_12wks","vaccinated",0.00909283787470069
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_3273_12wks","control",0.0673293991841261
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_4515_12wks","vaccinated",0.0134042267995174
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_4754_12wks","control",0.0300210147102972
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_5273_12wks","vaccinated",0.0123735577071798
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_6059_12wks","vaccinated",0.0143348623853211
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_7488_12wks","control",0.0241487563390485
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_7554_12wks","control",0.0160579922921637
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_9739_12wks","control",0.0154499806875241
"Pop22","CD3+CD4+CD45RA+CD172(negative all other markers)","Minipig_9947_12wks","vaccinated",0.0334352311807413
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_1817_30DPI","vaccinated",2.5826686285139
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_3273_30DPI","control",1.30189727712948
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_4515_30DPI","vaccinated",0.51418777375738
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_4754_30DPI","control",0.344849206846824
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_5273_30DPI","vaccinated",0.16482510225261
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_6059_30DPI","vaccinated",1.85883620689655
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_7488_30DPI","control",1.33995428391267
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_7554_30DPI","control",0.684931506849315
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_9739_30DPI","control",0.60493706703093
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_9947_30DPI","vaccinated",2.30474991526655
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_1817_12wks","vaccinated",0
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_3273_12wks","control",0.00792110578636778
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_4515_12wks","vaccinated",0.00446807559983915
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_4754_12wks","control",0.0230930882386902
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_5273_12wks","vaccinated",0.00618677885358988
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_6059_12wks","vaccinated",0.00358371559633028
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_7488_12wks","control",0
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_7554_12wks","control",0.0137639933932832
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_9739_12wks","control",0
"Pop23","CD3+CD4+CD172(negative all other markers)","Minipig_9947_12wks","vaccinated",0.0214940771876194
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_1817_30DPI","vaccinated",0.635018973127856
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_3273_30DPI","control",0.204810669206954
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_4515_30DPI","vaccinated",0.590363740239954
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_4754_30DPI","control",0.115994733212114
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_5273_30DPI","vaccinated",0.445638239423723
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_6059_30DPI","vaccinated",0.484913793103448
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_7488_30DPI","control",0.398045243162292
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_7554_30DPI","control",0.933997509339975
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_9739_30DPI","control",0.448824275539077
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_9947_30DPI","vaccinated",0.067786762213722
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_1817_12wks","vaccinated",1.72763919619313
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_3273_12wks","control",1.69115608538952
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_4515_12wks","vaccinated",2.33680353871588
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_4754_12wks","control",2.06683139736277
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_5273_12wks","vaccinated",1.7725121415535
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_6059_12wks","vaccinated",2.66628440366972
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_7488_12wks","control",2.36657812122676
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_7554_12wks","control",3.41347036153423
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_9739_12wks","control",2.19389725762843
"Pop24","CD3+CD4+CD8+CD45RA+(negative all other markers)","Minipig_9947_12wks","vaccinated",0.339128773404662
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_1817_30DPI","vaccinated",1.10353906915512
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_3273_30DPI","control",1.34793998571088
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_4515_30DPI","vaccinated",5.12283374595315
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_4754_30DPI","control",1.90294062323657
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_5273_30DPI","vaccinated",1.37354251877175
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_6059_30DPI","vaccinated",8.59375
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_7488_30DPI","control",1.36360053598171
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_7554_30DPI","control",3.30012453300125
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_9739_30DPI","control",1.84408234949751
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_9947_30DPI","vaccinated",0.847334527671525
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_1817_12wks","vaccinated",0.0424332434152699
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_3273_12wks","control",0.0198027644659194
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_4515_12wks","vaccinated",0.0089361511996783
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_4754_12wks","control",0.0300210147102972
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_5273_12wks","vaccinated",0.0247471154143595
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_6059_12wks","vaccinated",0.039420871559633
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_7488_12wks","control",0.00804958544634951
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_7554_12wks","control",0.0963479537529822
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_9739_12wks","control",0.0115874855156431
"Pop25","CD3+CD4+CD8+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_9947_12wks","vaccinated",0.0262705387848682
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_1817_30DPI","vaccinated",6.89615116549214
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_3273_30DPI","control",5.83472255298881
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_4515_30DPI","vaccinated",15.8255570367549
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_4754_30DPI","control",6.65558969214371
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_5273_30DPI","vaccinated",15.8415237165008
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_6059_30DPI","vaccinated",11.1395474137931
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_7488_30DPI","control",6.35295972255064
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_7554_30DPI","control",7.45641344956413
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_9739_30DPI","control",10.9571665528344
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_9947_30DPI","vaccinated",8.45397763036847
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_1817_12wks","vaccinated",1.08507865304762
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_3273_12wks","control",0.467345241395699
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_4515_12wks","vaccinated",1.67552834993968
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_4754_12wks","control",0.801330161882549
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_5273_12wks","vaccinated",2.1406254833421
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_6059_12wks","vaccinated",1.80619266055046
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_7488_12wks","control",0.289785076068582
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_7554_12wks","control",1.73426316755368
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_9739_12wks","control",2.7694090382387
"Pop3","CD3+CD45RA+SLADQ+(negative all other markers)","Minipig_9947_12wks","vaccinated",3.13097057699656
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_1817_30DPI","vaccinated",6.33857353055061
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_3273_30DPI","control",6.51901246328491
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_4515_30DPI","vaccinated",11.2740430394211
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_4754_30DPI","control",24.9984325036052
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_5273_30DPI","vaccinated",17.3798913375252
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_6059_30DPI","vaccinated",6.47898706896552
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_7488_30DPI","control",13.060613226137
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_7554_30DPI","control",7.84557907845579
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_9739_30DPI","control",16.3430578593033
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_9947_30DPI","vaccinated",3.67985280588776
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_1817_12wks","vaccinated",0.788045949140727
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_3273_12wks","control",1.26341637292566
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_4515_12wks","vaccinated",4.10616147625218
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_4754_12wks","control",8.33891416299102
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_5273_12wks","vaccinated",4.58130974108331
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_6059_12wks","vaccinated",5.58342889908257
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_7488_12wks","control",1.7065121146261
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_7554_12wks","control",7.19168654799046
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_9739_12wks","control",5.11780610274237
"Pop4","CD3+CD45RA+(negative all other markers)","Minipig_9947_12wks","vaccinated",0.391669850974398
"Pop5","CD3+CD172(negative all other markers)","Minipig_1817_30DPI","vaccinated",3.54294122202432
"Pop5","CD3+CD172(negative all other markers)","Minipig_3273_30DPI","control",0.441374930539017
"Pop5","CD3+CD172(negative all other markers)","Minipig_4515_30DPI","vaccinated",0.742715673205104
"Pop5","CD3+CD172(negative all other markers)","Minipig_4754_30DPI","control",0.846448053169478
"Pop5","CD3+CD172(negative all other markers)","Minipig_5273_30DPI","vaccinated",0.738660643428362
"Pop5","CD3+CD172(negative all other markers)","Minipig_6059_30DPI","vaccinated",0.660021551724138
"Pop5","CD3+CD172(negative all other markers)","Minipig_7488_30DPI","control",0.429573579254355
"Pop5","CD3+CD172(negative all other markers)","Minipig_7554_30DPI","control",2.3505603985056
"Pop5","CD3+CD172(negative all other markers)","Minipig_9739_30DPI","control",1.20987413406186
"Pop5","CD3+CD172(negative all other markers)","Minipig_9947_30DPI","vaccinated",3.37965428751271
"Pop5","CD3+CD172(negative all other markers)","Minipig_1817_12wks","vaccinated",0.184887703452247
"Pop5","CD3+CD172(negative all other markers)","Minipig_3273_12wks","control",0.233672620697849
"Pop5","CD3+CD172(negative all other markers)","Minipig_4515_12wks","vaccinated",0.26361646039051
"Pop5","CD3+CD172(negative all other markers)","Minipig_4754_12wks","control",0.39951042652934
"Pop5","CD3+CD172(negative all other markers)","Minipig_5273_12wks","vaccinated",0.259844711850775
"Pop5","CD3+CD172(negative all other markers)","Minipig_6059_12wks","vaccinated",0.247276376146789
"Pop5","CD3+CD172(negative all other markers)","Minipig_7488_12wks","control",0.0241487563390485
"Pop5","CD3+CD172(negative all other markers)","Minipig_7554_12wks","control",0.263809873371261
"Pop5","CD3+CD172(negative all other markers)","Minipig_9739_12wks","control",0.26264967168791
"Pop5","CD3+CD172(negative all other markers)","Minipig_9947_12wks","vaccinated",0.382116927779901
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_1817_30DPI","vaccinated",1.31263068225819
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_3273_30DPI","control",0.385806144320076
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_4515_30DPI","vaccinated",9.10302799466768
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_4754_30DPI","control",4.93761364348862
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_5273_30DPI","vaccinated",2.89970087296258
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_6059_30DPI","vaccinated",4.6875
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_7488_30DPI","control",0.193111058563884
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_7554_30DPI","control",4.15628891656289
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_9739_30DPI","control",6.03961362084106
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_9947_30DPI","vaccinated",2.94872415629691
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_1817_12wks","vaccinated",0.548601218440275
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_3273_12wks","control",0.514871876113906
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_4515_12wks","vaccinated",0.460211786783432
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_4754_12wks","control",0.875228044246357
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_5273_12wks","vaccinated",0.646518390200142
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_6059_12wks","vaccinated",0.451548165137615
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_7488_12wks","control",0.104644610802544
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_7554_12wks","control",0.777665626720499
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_9739_12wks","control",0.575511780610274
"Pop6","CD3+SLADQ+CD172(negative all other markers)","Minipig_9947_12wks","vaccinated",0.274646541841804
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_1817_30DPI","vaccinated",2.13738093394254
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_3273_30DPI","control",0.185758513931889
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_4515_30DPI","vaccinated",0.399923824033517
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_4754_30DPI","control",0.827638096432378
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_5273_30DPI","vaccinated",0.824125511263049
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_6059_30DPI","vaccinated",0.889008620689655
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_7488_30DPI","control",0.169464806494837
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_7554_30DPI","control",3.6425902864259
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_9739_30DPI","control",1.47331446970436
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_9947_30DPI","vaccinated",0.895753643538469
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_1817_12wks","vaccinated",0.00909283787470069
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_3273_12wks","control",0.0118816586795517
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_4515_12wks","vaccinated",0
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_4754_12wks","control",0.00230930882386902
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_5273_12wks","vaccinated",0.00928016828038482
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_6059_12wks","vaccinated",0.0107511467889908
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_7488_12wks","control",0.016099170892699
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_7554_12wks","control",0.0114699944944026
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_9739_12wks","control",0
"Pop7","CD3+CD45RA+CD172(negative all other markers)","Minipig_9947_12wks","vaccinated",0.00238823079862438
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_1817_30DPI","vaccinated",1.15000387206691
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_3273_30DPI","control",1.70834325633087
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_4515_30DPI","vaccinated",1.656827270996
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_4754_30DPI","control",2.76192864756411
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_5273_30DPI","vaccinated",1.96569196019779
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_6059_30DPI","vaccinated",2.07435344827586
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_7488_30DPI","control",1.67100181287933
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_7554_30DPI","control",5.44831880448319
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_9739_30DPI","control",3.63937945165382
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_9947_30DPI","vaccinated",1.85445213770397
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_1817_12wks","vaccinated",0.0242475676658685
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_3273_12wks","control",0.035644976038655
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_4515_12wks","vaccinated",0.0089361511996783
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_4754_12wks","control",0.0508047941251184
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_5273_12wks","vaccinated",0.0185603365607696
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_6059_12wks","vaccinated",0.0286697247706422
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_7488_12wks","control",0.00804958544634951
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_7554_12wks","control",0.135345935033951
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_9739_12wks","control",0.0231749710312862
"Pop8","CD3+CD45RA+SLADQ+CD172(negative all other markers)","Minipig_9947_12wks","vaccinated",0.00955292319449752
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_1817_30DPI","vaccinated",7.02392937349957
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_3273_30DPI","control",4.68047947924109
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_4515_30DPI","vaccinated",1.9615311369263
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_4754_30DPI","control",2.19762994545113
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_5273_30DPI","vaccinated",1.92295952628045
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_6059_30DPI","vaccinated",1.33351293103448
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_7488_30DPI","control",4.48490580909592
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_7554_30DPI","control",2.3972602739726
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_9739_30DPI","control",1.46355742023612
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_9947_30DPI","vaccinated",3.37965428751271
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_1817_12wks","vaccinated",3.87961082653896
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_3273_12wks","control",4.57839914452058
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_4515_12wks","vaccinated",1.92127250793083
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_4754_12wks","control",0.835969794240584
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_5273_12wks","vaccinated",1.62712283849414
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_6059_12wks","vaccinated",1.61267201834862
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_7488_12wks","control",4.0972389921919
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_7554_12wks","control",1.42227931730593
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_9739_12wks","control",1.51023561220548
"Pop9","CD3+CD8+CD45RA+(negative all other markers)","Minipig_9947_12wks","vaccinated",1.14873901413833
