query_mass,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m/z,delta(ppm)
76.04013043,HMDB0000123,Glycine,C00037,C2H5NO2,75.03202841,M+H,+,76.039304,11
76.04013043,HMDB0014691,Acetohydroxamic Acid,C06808,C2H5NO2,75.03202841,M+H,+,76.039304,11
76.04013043,HMDB0031239,Ethyl nitrite,n/a,C2H5NO2,75.03202841,M+H,+,76.039304,11
76.04013043,HMDB0161401,glycinate,n/a,C2H4NO2,74.02475195,M+H,+,76.039304,11
76.04011716,HMDB0000123,Glycine,C00037,C2H5NO2,75.03202841,M+H,+,76.039304,11
76.04011716,HMDB0014691,Acetohydroxamic Acid,C06808,C2H5NO2,75.03202841,M+H,+,76.039304,11
76.04011716,HMDB0031239,Ethyl nitrite,n/a,C2H5NO2,75.03202841,M+H,+,76.039304,11
76.04011716,HMDB0161401,glycinate,n/a,C2H4NO2,74.02475195,M+H,+,76.039304,11
76.04010195,HMDB0000123,Glycine,C00037,C2H5NO2,75.03202841,M+H,+,76.039304,10
76.04010195,HMDB0014691,Acetohydroxamic Acid,C06808,C2H5NO2,75.03202841,M+H,+,76.039304,10
76.04010195,HMDB0031239,Ethyl nitrite,n/a,C2H5NO2,75.03202841,M+H,+,76.039304,10
76.04010195,HMDB0161401,glycinate,n/a,C2H4NO2,74.02475195,M+H,+,76.039304,10
77.0392413,HMDB0000228,Phenol,C15584,C6H6O,94.04186481,M+H-H2O,+,77.039165,1
77.0392413,HMDB0062167,2-VINYLFURAN,n/a,C6H6O,94.04186481,M+H-H2O,+,77.039165,1
79.05494985,HMDB0031545,2-Methyl-2-cyclopenten-1-one,n/a,C6H8O,96.05751488,M+H-H2O,+,79.054815,2
79.05494985,HMDB0032965,"2,4-Dimethylfuran",n/a,C6H8O,96.05751488,M+H-H2O,+,79.054815,2
79.05494985,HMDB0040588,3-Ethylfuran,n/a,C6H8O,96.05751488,M+H-H2O,+,79.054815,2
79.05494985,HMDB0040587,2-Ethylfuran,n/a,C6H8O,96.05751488,M+H-H2O,+,79.054815,2
79.05494985,HMDB0033182,"2,5-Dimethylfuran",n/a,C6H8O,96.05751488,M+H-H2O,+,79.054815,2
79.05494985,HMDB0031546,3-Methyl-2-cyclopenten-1-one,n/a,C6H8O,96.05751488,M+H-H2O,+,79.054815,2
79.05494985,HMDB0034729,"(E,E)-2,4-Hexadienal",n/a,C6H8O,96.05751488,M+H-H2O,+,79.054815,2
79.05494985,HMDB0001505,Benzene,C01407,C6H6,78.04695019,M+H,+,79.054226,9
83.02227177,HMDB0000294,Urea,C00086,CH4N2O,60.03236276,M+Na,+,83.021581,8
83.02227177,HMDB0062508,Methylnitrosamine,C20306,CH4N2O,60.03236276,M+Na,+,83.021581,8
85.06530563,HMDB0161203,isovalerate,n/a,C5H9O2,101.0608031,M+H-H2O,+,85.065379,1
85.06530563,HMDB0175215,"(2,3-Dimethyloxiranyl)methanol",n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0032230,"2,4-Dimethyl-1,3-dioxolane",n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0033890,Methyl butyrate,n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0031241,Isopropyl acetate,n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0030058,Ethyl propionate,n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0040575,Butyl formate,n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0033742,(S)-2-Methylbutanoic acid,n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0031247,2-Methylpropyl formate,n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0039799,Tetrahydro-2-methyl-3-furanol,n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0031175,Tetrahydro-2-furanmethanol,n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0031516,3-Hydroxy-2-pentanone,n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0041992,Pivalic acid,n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0059678,1-Hydroxy-2-pentanone,n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0175214,MBDO,n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0175213,"2-ethylidene-propane-1,3-diol",n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0167011,"2-methyl-3-butene-1,2-diol",n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0167012,"1,2-epoxy-3-hydroxy-3-methylbutane",n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0061989,2-hydroxy-3-pentanone,n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0002176,Ethylmethylacetic acid,C18319,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0000718,Isovaleric acid,C08262,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0031249,Methyl isobutyrate,n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0034237,Propyl acetate,n/a,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0000892,Valeric acid,C00803,C5H10O2,102.0680796,M+H-H2O,+,85.06538,1
85.06530563,HMDB0031407,Cyclopentanone,C00557,C5H8O,84.05751488,M+H,+,85.064791,6
85.06530563,HMDB0031607,1-Penten-3-one,n/a,C5H8O,84.05751488,M+H,+,85.064791,6
85.06530563,HMDB0031601,2-Pentenal,n/a,C5H8O,84.05751488,M+H,+,85.064791,6
85.06530563,HMDB0031606,4-Penten-2-one,n/a,C5H8O,84.05751488,M+H,+,85.064791,6
85.06530563,HMDB0040584,"2,3-Dihydro-4-methylfuran",n/a,C5H8O,84.05751488,M+H,+,85.064791,6
85.06530563,HMDB0031512,Tiglic aldehyde,n/a,C5H8O,84.05751488,M+H,+,85.064791,6
85.06530563,HMDB0037788,"xi-2,3-Dihydro-3-methylfuran",n/a,C5H8O,84.05751488,M+H,+,85.064791,6
85.06530563,HMDB0012157,3-Methyl-2-butenal,C15604,C5H8O,84.05751488,M+H,+,85.064791,6
85.06530563,HMDB0031530,3-Methyl-3-buten-2-one,n/a,C5H8O,84.05751488,M+H,+,85.064791,6
85.06530563,HMDB0032458,4-Pentenal,n/a,C5H8O,84.05751488,M+H,+,85.064791,6
85.06530563,HMDB0175216,2-Methylbut-2-en-1-al,n/a,C5H8O,84.05751488,M+H,+,85.064791,6
85.06530563,HMDB0001184,Methyl propenyl ketone,n/a,C5H8O,84.05751488,M+H,+,85.064791,6
86.0972049,HMDB0031259,Neurine,n/a,C5H13NO,103.099714,M+H-H2O,+,86.097014,2
86.0972049,HMDB0059961,"N,N,N-Trimethylethenaminium",n/a,C5H12N,86.09697439,M+H,+,86.096974,3
86.0972049,HMDB0000097,Choline,C00114,C5H14NO,104.1075391,M+H-H2O,+,86.097563,4
86.0972049,HMDB0034301,Piperidine,C01746,C5H11N,85.08914936,M+H,+,86.096425,9
86.0972049,HMDB0061977,"penta-1,4-diene",n/a,C5H8,68.06260026,M+NH4,+,86.096423,9
86.0972049,HMDB0062111,ethylidenecyclopropane,n/a,C5H8,68.06260026,M+NH4,+,86.096423,9
86.0972049,HMDB0062165,"(E)-1,3-pentadiene",n/a,C5H8,68.06260026,M+NH4,+,86.096423,9
87.0445624,HMDB0059748,2-Methyl-3-hydroxypropanoate,n/a,C4H8O3,104.0473441,M+H-H2O,+,87.044644,1
87.0445624,HMDB0031212,Ethoxyacetic acid,n/a,C4H8O3,104.0473441,M+H-H2O,+,87.044644,1
87.0445624,HMDB0062640,3-Hydroxyisobutyric acid,C01188,C4H8O3,104.0473441,M+H-H2O,+,87.044644,1
87.0445624,HMDB0126088,3-Hydroxyisobutyric acid,C01188,C4H8O3,104.0473441,M+H-H2O,+,87.044644,1
87.0445624,HMDB0000710,4-Hydroxybutyric acid,C01991,C4H8O3,104.0473441,M+H-H2O,+,87.044644,1
87.0445624,HMDB0000729,alpha-Hydroxyisobutyric acid,n/a,C4H8O3,104.0473441,M+H-H2O,+,87.044644,1
87.0445624,HMDB0000442,(S)-3-Hydroxybutyric acid,C03197,C4H8O3,104.0473441,M+H-H2O,+,87.044644,1
87.0445624,HMDB0000357,3-Hydroxybutyric acid,C01089,C4H8O3,104.0473441,M+H-H2O,+,87.044644,1
87.0445624,HMDB0000011,(R)-3-Hydroxybutyric acid,C01089,C4H8O3,104.0473441,M+H-H2O,+,87.044644,1
87.0445624,HMDB0000008,(S)-2-hydroxybutyric acid,C05984,C4H8O3,104.0473441,M+H-H2O,+,87.044644,1
87.0445624,HMDB0165469,"3,4-dihydroxy-2-butanone",n/a,C4H8O3,104.0473441,M+H-H2O,+,87.044644,1
87.0445624,HMDB0165470,"2-Butanone, 1,3-dihydroxy-",n/a,C4H8O3,104.0473441,M+H-H2O,+,87.044644,1
87.0445624,HMDB0000023,(S)-3-Hydroxyisobutyric acid,C06001,C4H8O3,104.0473441,M+H-H2O,+,87.044644,1
87.0445624,HMDB0000336,(R)-3-Hydroxyisobutyric acid,n/a,C4H8O3,104.0473441,M+H-H2O,+,87.044644,1
87.0445624,HMDB0015507,gamma-Hydroxybutyric acid,n/a,C4H7O3,103.0395191,M+H-H2O,+,87.044095,5
87.0445624,HMDB0033977,Methyl acrylate,C19443,C4H6O2,86.03677944,M+H,+,87.044055,6
87.0445624,HMDB0031209,Ethenyl acetate,C19309,C4H6O2,86.03677944,M+H,+,87.044055,6
87.0445624,HMDB0034439,Isocrotonic acid,n/a,C4H6O2,86.03677944,M+H,+,87.044055,6
87.0445624,HMDB0003407,Diacetyl,C00741,C4H6O2,86.03677944,M+H,+,87.044055,6
87.0445624,HMDB0002523,Oxolan-3-one,n/a,C4H6O2,86.03677944,M+H,+,87.044055,6
87.0445624,HMDB0000549,gamma-Butyrolactone,C01770,C4H6O2,86.03677944,M+H,+,87.044055,6
87.0445624,HMDB0010720,But-2-enoic acid,C01771,C4H6O2,86.03677944,M+H,+,87.044055,6
87.0445624,HMDB0174868,but-3-enoic acid,n/a,C4H6O2,86.03677943,M+H,+,87.044055,6
87.0445624,HMDB0167138,(2Z)-4-hydroxybut-2-enal,n/a,C4H6O2,86.03677943,M+H,+,87.044055,6
87.0445624,HMDB0167139,3-Methyloxirane-2-carbaldehyde,n/a,C4H6O2,86.03677943,M+H,+,87.044055,6
90.09118907,HMDB0000246,Tetrahydrofuran,n/a,C4H8O,72.05751488,M+NH4,+,90.091338,2
90.09118907,HMDB0171202,METHALLYL ALCOHOL,n/a,C4H8O,72.05751488,M+NH4,+,90.091338,2
90.09118907,HMDB0000474,Butanone,C02845,C4H8O,72.05751488,M+NH4,+,90.091338,2
90.09118907,HMDB0003543,Butanal,C01412,C4H8O,72.05751488,M+NH4,+,90.091338,2
90.09118907,HMDB0034431,"2,2-Dimethyloxirane",n/a,C4H8O,72.05751488,M+NH4,+,90.091338,2
90.09118907,HMDB0031324,3-Buten-1-ol,n/a,C4H8O,72.05751488,M+NH4,+,90.091338,2
90.09118907,HMDB0033858,2-Buten-1-ol,n/a,C4H8O,72.05751488,M+NH4,+,90.091338,2
90.09118907,HMDB0031243,2-Methylpropanal,C03219,C4H8O,72.05751488,M+NH4,+,90.091338,2
90.09118907,HMDB0171604,3-amino-2-methylpropan-1-ol,n/a,C4H11NO,89.08406398,M+H,+,90.09134,2
90.09118907,HMDB0171603,1-amino-2-methylpropan-2-ol,n/a,C4H11NO,89.08406398,M+H,+,90.09134,2
90.09118907,HMDB0032231,Dimethylethanolamine,C04308,C4H11NO,89.08406398,M+H,+,90.09134,2
91.05466923,HMDB0001858,p-Cresol,C01468,C7H8O,108.0575149,M+H-H2O,+,91.054815,2
91.05466923,HMDB0033895,Anisole,C01403,C7H8O,108.0575149,M+H-H2O,+,91.054815,2
91.05466923,HMDB0003119,Benzyl alcohol,C03485,C7H8O,108.0575149,M+H-H2O,+,91.054815,2
91.05466923,HMDB0002055,o-Cresol,C01542,C7H8O,108.0575149,M+H-H2O,+,91.054815,2
91.05466923,HMDB0002048,m-Cresol,C01467,C7H8O,108.0575149,M+H-H2O,+,91.054815,2
91.05456688,HMDB0001858,p-Cresol,C01468,C7H8O,108.0575149,M+H-H2O,+,91.054815,3
91.05456688,HMDB0033895,Anisole,C01403,C7H8O,108.0575149,M+H-H2O,+,91.054815,3
91.05456688,HMDB0003119,Benzyl alcohol,C03485,C7H8O,108.0575149,M+H-H2O,+,91.054815,3
91.05456688,HMDB0002055,o-Cresol,C01542,C7H8O,108.0575149,M+H-H2O,+,91.054815,3
91.05456688,HMDB0002048,m-Cresol,C01467,C7H8O,108.0575149,M+H-H2O,+,91.054815,3
91.05458888,HMDB0001858,p-Cresol,C01468,C7H8O,108.0575149,M+H-H2O,+,91.054815,2
91.05458888,HMDB0033895,Anisole,C01403,C7H8O,108.0575149,M+H-H2O,+,91.054815,2
91.05458888,HMDB0003119,Benzyl alcohol,C03485,C7H8O,108.0575149,M+H-H2O,+,91.054815,2
91.05458888,HMDB0002055,o-Cresol,C01542,C7H8O,108.0575149,M+H-H2O,+,91.054815,2
91.05458888,HMDB0002048,m-Cresol,C01467,C7H8O,108.0575149,M+H-H2O,+,91.054815,2
91.05465731,HMDB0001858,p-Cresol,C01468,C7H8O,108.0575149,M+H-H2O,+,91.054815,2
91.05465731,HMDB0033895,Anisole,C01403,C7H8O,108.0575149,M+H-H2O,+,91.054815,2
91.05465731,HMDB0003119,Benzyl alcohol,C03485,C7H8O,108.0575149,M+H-H2O,+,91.054815,2
91.05465731,HMDB0002055,o-Cresol,C01542,C7H8O,108.0575149,M+H-H2O,+,91.054815,2
91.05465731,HMDB0002048,m-Cresol,C01467,C7H8O,108.0575149,M+H-H2O,+,91.054815,2
93.07015763,HMDB0034168,Toluene,C01455,C7H8,92.06260026,M+H,+,93.069876,3
93.07015763,HMDB0061953,52097-85-5,n/a,C7H8,92.06260026,M+H,+,93.069876,3
93.07015763,HMDB0062096,"cyclohepta-1,3,5-triene",n/a,C7H8,92.06260026,M+H,+,93.069876,3
93.07015763,HMDB0040277,2-Propylfuran,n/a,C7H10O,110.0731649,M+H-H2O,+,93.070465,3
93.07015763,HMDB0029728,2-Ethyl-5-methylfuran,n/a,C7H10O,110.0731649,M+H-H2O,+,93.070465,3
93.07015763,HMDB0029721,"2,3,5-Trimethylfuran",n/a,C7H10O,110.0731649,M+H-H2O,+,93.070465,3
93.07015763,HMDB0031541,3-Methyl-2-cyclohexen-1-one,n/a,C7H10O,110.0731649,M+H-H2O,+,93.070465,3
93.07015763,HMDB0040278,2-Isopropylfuran,n/a,C7H10O,110.0731649,M+H-H2O,+,93.070465,3
93.07015763,HMDB0061891,"(E,Z)-2,4-Heptadienal",n/a,C7H10O,110.0731649,M+H-H2O,+,93.070465,3
94.06544416,HMDB0037858,2-Ethyl-5-methyloxazole,n/a,C6H9NO,111.0684139,M+H-H2O,+,94.065714,3
94.06544416,HMDB0031163,"N-Acetyl-2,3-dihydro-1H-pyrrole",n/a,C6H9NO,111.0684139,M+H-H2O,+,94.065714,3
94.06544416,HMDB0031308,"5-Acetyl-3,4-dihydro-2H-pyrrole",n/a,C6H9NO,111.0684139,M+H-H2O,+,94.065714,3
94.06544416,HMDB0037838,4-Ethyl-2-methyloxazole,n/a,C6H9NO,111.0684139,M+H-H2O,+,94.065714,3
94.06544416,HMDB0037859,5-Ethyl-2-methyloxazole,n/a,C6H9NO,111.0684139,M+H-H2O,+,94.065714,3
94.06544416,HMDB0039584,5-Imino-2-methyl-1-cyclopenten-1-ol,n/a,C6H9NO,111.0684139,M+H-H2O,+,94.065714,3
94.06544416,HMDB0040148,Trimethyloxazole,n/a,C6H9NO,111.0684139,M+H-H2O,+,94.065714,3
94.06544416,HMDB0037837,2-Ethyl-4-methyloxazole,n/a,C6H9NO,111.0684139,M+H-H2O,+,94.065714,3
94.06544416,HMDB0037863,5-Ethyl-4-methyloxazole,n/a,C6H9NO,111.0684139,M+H-H2O,+,94.065714,3
94.06544416,HMDB0240545,N-Methylpyridinium,C02724,C6H8N,94.06512568,M+H,+,94.065126,3
94.06544416,HMDB0061887,3-Methylpyridine,n/a,C6H7N,93.05784923,M+H,+,94.065125,3
94.06544416,HMDB0003012,Aniline,C00292,C6H7N,93.05784923,M+H,+,94.065125,3
