"","metaboliteID","PC4","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","QC","Unvaccinated","Vaccinated","Minipig_Pooled_QC1","Minipig_Pooled_QC2","Minipig_Pooled_QC3","Minipig_Pooled_QC4","Minipig_Pooled_QC5","Minipig_Pooled_QC6","Minipig_Pooled_QC7","Minipig_3273_12wks","Minipig_3273_30DPI","Minipig_4754_12wks","Minipig_4754_30DPI","Minipig_7488_12wks","Minipig_7488_30DPI","Minipig_7554_12wks","Minipig_7554_30DPI","Minipig_9739_12wks","Minipig_9739_30DPI","Minipig_1817_12wks","Minipig_1817_30DPI","Minipig_4515_12wks","Minipig_4515_30DPI","Minipig_5273_12wks","Minipig_5273_30DPI","Minipig_6059_12wks","Minipig_6059_30DPI","Minipig_9947_12wks","Minipig_9947_30DPI"
"1",33,0.0382769373837108,84.0450542260489,84.044705524793,84.0456117742449,83.474,82.35299999998,86.285,27,7,10,10,61789.1966935221,78712.2925644095,81154.925557434,74003.8542986506,72528.9609104394,73904.2745744454,75096.4854224162,42358.9617770824,54301.411315076,63547.0259148407,56842.4892152454,35373.7890417201,48929.0037080383,66195.7964925593,59575.5017038703,62374.1354873657,60635.8013659274,46231.6950840494,45061.473261176,51866.757678417,56911.659981008,76228.4104248434,65692.1632758847,71995.2226635132,68666.1990960388,44046.5722307021,50910.9115789562
"2",56,0.0346797278275952,90.0554942900761,90.0552340577502,90.0561806496069,83.17599999998,82.00499999998,84.73199999998,28,7,10,10,242594.440076616,244287.430094178,250866.185820666,250310.512800842,238130.032053952,245763.512748999,256001.802467847,160055.887210956,314316.498546326,345122.803914965,299323.855246582,158932.438205414,298338.75447253,348537.938073254,203904.785852051,307781.151856407,230750.870795715,210335.641019415,333562.712732162,278184.296604096,252787.12122315,333787.895882375,272481.60011249,349699.354295964,272718.42576313,153016.700592932,286722.621115244
"3",85,0.0304540956710967,98.0601227352526,98.0578771465484,98.0608882804853,89.08500000002,81.86600000002,89.90899999998,19,4,7,7,7683.52505052435,9117.97001383436,8269.18932291087,9103.39155197153,8161.42993922482,7181.5280516281,8570.71220717466,5993.27332708028,21377.7302849736,8701.33258567302,20146.7602445289,4690.36078284611,17566.8897732327,17370.8441676677,10253.7510512903,15345.0752290065,9755.6393500763,4838.31192237369,13072.6045282645,20229.7221252813,18830.6712487723,19273.814327848,19921.0342694778,8538.84640927194,14773.1256978086,4574.45438405258,9706.56255050222
"4",144,0.0324339694167556,112.037402587627,112.036864429987,112.038052266499,80.77899999999,79.70500000002,81.84600000002,16,2,7,7,8464.94000712536,9673.156715649,9396.50017473537,9761.21174977375,9097.92192174215,9216.07936698913,9254.92700767377,6899.07399953406,10763.2767731392,13883.1286299194,9701.52396593387,6143.05938535929,11950.8185760956,11029.7468593609,8370.36978167637,13260.9198012684,7696.92081240679,9166.10124295699,11710.0050758801,11472.5902221558,10916.0408491051,11496.0708240624,10402.9484531983,11863.6295957556,10830.8811919944,7194.21789254458,11348.0068142363
"5",372,0.032932199509613,134.01898715155,134.018608645323,134.019991442386,80.54400000002,79.31700000002,83.188,27,7,10,10,24479.8690174014,23688.6004201904,24861.0693769524,24788.7177599006,23110.8819332886,22818.5374198197,23217.664188967,18485.7195999855,31038.3184951676,38417.706439352,34822.6935793076,15645.4223350656,37448.7300289551,27632.3189385283,28670.5361020763,32875.917211937,25063.8333178589,22307.7461999146,36577.2358150705,30960.4750744022,32951.2409971594,36101.8573026319,34983.0038873398,32343.7341657515,28454.3875245288,21050.9131114202,35668.7764445627
"6",456,0.0428695231780779,148.060762650823,148.0591918186,148.061657469704,83.843,82.35299999998,121.02100000002,30,7,10,10,248466.083905573,252317.787700058,252602.703820953,248450.881497523,234094.074704085,232688.334850285,233688.705701424,87943.8029816747,165260.721600798,154675.811910683,144461.590670055,81310.7297847955,154073.743225598,169062.089723927,184438.617784779,145163.556775114,169735.975089897,113049.584267692,134920.631922688,134359.214597107,160617.217675088,178110.295049572,163086.831384717,175181.970632935,179890.342612042,76183.3721993547,131703.531036055
"7",496,0.030060553545272,154.047113320283,154.046710138037,154.047939091236,203.94149999999,184.09800000002,212.69599999998,12,1,4,5,26967.5465739156,26390.0543939551,25843.993235042,25620.249633239,25665.5409343864,25753.4237095441,24145.4938711913,19437.5950444763,38505.3982327291,27194.5956682644,31113.8689138779,20740.2217766809,25157.0671684292,32188.2280573013,32197.8000698284,26205.2029086929,14348.5584164978,24468.901041394,34107.678295449,27090.7399065421,22121.5015184479,28611.4737532228,19315.6200029295,32584.7294654422,25779.7538020938,16217.7025131832,20591.0609509475
"8",559,0.0326586689991795,165.05447937788,165.054162341786,165.055274290561,141.33600000002,136.769,171.70599999998,46,7,10,10,234986.894037071,249659.311066797,232528.077903821,326884.578410091,263080.596480464,277735.958792943,236044.144189808,144778.626213398,314178.391247136,382670.348439508,245425.996849544,54467.4935538008,236700.678815149,316957.583547656,228045.892905249,497375.158643234,228084.628549546,136872.242507651,246948.069436368,349633.025392983,200902.380984008,391805.671307619,209482.158034425,373299.907031707,276236.616427913,162625.15891166,237661.697368692
"9",639,0.0301064300958484,182.081080905576,182.080735220916,182.082081013662,160.66999999999,157.02199999998,171.70599999998,24,7,8,9,1123327.58471147,1045220.19879323,1109825.15623276,1031079.94524223,1028046.08889708,1134732.44465622,1122815.64754283,642386.071596801,970519.306961523,1707169.37838151,645601.848476351,840930.872811219,730065.732662843,1486400.47091767,1803464.81790159,1672669.24432567,836870.148620777,682380.222778565,938534.698018242,1662690.04006203,817333.502761905,1922335.02133232,692555.957167189,1606500.97120546,816058.263705241,732613.020985952,836665.023004186
"10",738,0.0363148694193962,204.123147789936,204.12250728844,204.123989431808,675.22799999999,674.69500000002,675.84600000002,6,0,4,2,8669.83306215689,8870.40725777015,8168.70229513012,8591.63160469884,8120.29969221577,8200.3650025307,8533.72430003857,1894.76541083965,10588.6432348459,11094.4040209739,12379.6406361034,2916.71868847493,9036.72146598756,12639.4275581055,3116.12969154202,9100.57086096826,4946.76523305979,4624.36561093651,7120.84361789569,10227.0039544849,7546.70350019652,10624.8957434102,9000.24205852701,13471.383925724,10784.9145233119,2289.83405520172,3985.70696828715
