"","metaboliteID","PC3","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","QC","Unvaccinated","Vaccinated","Minipig_Pooled_QC1","Minipig_Pooled_QC2","Minipig_Pooled_QC3","Minipig_Pooled_QC4","Minipig_Pooled_QC5","Minipig_Pooled_QC6","Minipig_Pooled_QC7","Minipig_3273_12wks","Minipig_3273_30DPI","Minipig_4754_12wks","Minipig_4754_30DPI","Minipig_7488_12wks","Minipig_7488_30DPI","Minipig_7554_12wks","Minipig_7554_30DPI","Minipig_9739_12wks","Minipig_9739_30DPI","Minipig_1817_12wks","Minipig_1817_30DPI","Minipig_4515_12wks","Minipig_4515_30DPI","Minipig_5273_12wks","Minipig_5273_30DPI","Minipig_6059_12wks","Minipig_6059_30DPI","Minipig_9947_12wks","Minipig_9947_30DPI"
"1",30,0.0267981501796053,83.9974638556038,83.9971922862675,83.9978742015252,1557.6565,1548.28099999998,1574.28,20,6,6,4,137792.967046062,104142.54439625,142484.92292232,185758.459541015,191559.00125269,139945.13462684,574744.705582031,143674.469526906,138449.64419259,145881.161707936,102975.801733668,571118.881130875,125848.374375665,157066.817532219,535340.286885716,148537.624129984,131357.735279532,141045.240828514,141260.939108729,150018.053070395,140132.99138489,155310.352800495,134385.04765749,489342.282470403,128687.866414003,535420.894214619,129683.217294597
"2",57,0.0301656685108089,90.0911890664383,90.0905336821169,90.0918540345488,95.969,94.33500000002,97.20599999998,9,0,4,5,35166.1332266203,37177.1400770045,33998.0346108783,37480.8702782004,38310.2404233837,34741.2804774607,37907.906418048,27831.9452386941,17178.4078989553,46721.5172829512,14908.1176949862,28662.0824661581,14570.127423559,44175.1325490219,28715.0884885802,46603.5740225267,16626.5120462208,31975.1513801784,16806.1335190666,37582.130012079,18076.279332441,47570.4457111114,21467.6454814074,45726.488579697,16930.1662869485,27312.1275032992,15304.5841469264
"3",116,0.0257314941418813,104.070775740923,104.070404553359,104.071401883914,84.56299999999,83.174,88.551,26,7,9,10,52994.0951533079,55877.4271423646,57016.6262825348,57796.4969452942,53488.6674910789,53601.242553149,57888.5763567561,17640.5405252096,22518.7484152483,37137.0826696847,25278.3982645317,17652.5804226355,19952.2459194284,33052.6459710512,816171.745571482,75299.2760710938,38815.8113739014,17578.2637512219,24997.9013414786,36250.768533371,29173.939008491,45813.3440233489,30266.632470217,25925.7071281433,25593.8837850307,17423.9734214979,20132.6435766624
"4",140,0.0308002681525487,110.03370844903,110.033017969141,110.034890853386,152.88400000001,147.63000000002,154.72100000002,16,7,3,6,14758.2289611949,13096.3980956118,11877.6323489256,14981.5188353535,12471.7776374817,7451.42836251221,10487.215350504,12039.6841457221,9534.719862036,17750.1022248063,13558.6919328422,14237.7912286317,10942.4201229475,22737.3990088,42116.7516656042,13764.1561523437,9401.49878623981,11838.9986791108,16336.0347219795,10100.4775773193,14291.6567925874,18078.5744614045,14788.9071818826,17839.889694399,13689.49651061,15633.8579365487,9758.07991118107
"5",181,0.0254493308445985,118.050111910401,118.049382235136,118.05089636901,95.7595,94.33500000002,108.579,26,6,9,10,12888.6982548139,12788.5830038589,14385.8177238126,15730.7240070894,12167.8539473267,1168514.24256195,14505.6177841709,21340.0022284481,14540.5249090984,19982.8434817998,14165.9643975508,21842.490277653,18448.9151588822,14909.4711261139,1271714.05336767,17354.5446644084,11343.6798016894,15737.5944098412,16959.5624371994,21337.2954229248,12644.5570880166,19978.9495100264,8245.81683906072,22509.5215047361,11173.3771983287,19781.7158072019,12701.8008008713
"6",281,0.0277867478252182,126.022050750832,126.021727589924,126.022764289643,84.49950000001,83.348,87.07200000002,18,6,7,5,9923.75193590133,12973.1040063302,12182.1676968238,9073.13596250408,11876.0152084753,10726.2403012734,12079.4080234291,14197.1843280591,8541.26183524777,10127.5795892569,6879.0282299582,11905.3623613076,11660.7989445225,16145.9857815325,9694.95597206548,10835.3761976714,10645.3172435273,12842.3446346738,7454.49827458564,15618.6273002029,7308.36921804805,13295.4937690926,7130.57114520084,13158.0594814682,7349.05832569659,12217.5496892873,10177.7935899207
"7",322,0.0266256949174395,132.053100568272,132.052742962994,132.05366676524,355.976,355.303,356.016,25,7,8,10,15513.0330275685,14882.9002964274,15034.0650743971,16010.6498857513,16976.2874074625,15126.0946857859,14772.1249191547,11139.4430238101,14379.5290889891,19757.8361560026,12474.2571217841,70935.4590996472,14449.9199847507,18109.7552540036,67381.7229424924,22297.0503662944,13983.4936021001,11266.748509374,13779.7342997561,18370.3803855662,15268.6349252739,20790.7378892821,12847.2248834217,17805.2460499493,13696.3109332974,12937.1810452281,15416.835757881
"8",439,0.026718640388457,146.111113852506,146.108753749123,146.112969072422,91.10050000001,89.39999999998,91.719,18,7,6,5,15953.3264702537,14341.7426492082,20658.1357998818,21446.7772197159,19479.6769340467,16852.714322163,20676.7434463345,9005.68472084931,12198.541675974,12169.6359508759,16331.7121273564,32865.3363224908,9391.41163063471,18243.1354327936,37548.5049710205,22984.6756073521,10189.518714596,9417.36341038943,10671.7690557669,16915.4135192272,13746.2597160861,15511.3206487812,19475.4902100918,12440.8363223076,13865.3405161502,18041.2912326809,16187.1409339456
"9",475,0.0266480842358857,150.058088881311,150.057651927071,150.05904516706,164.10149999999,150.76900000002,186.04799999998,30,6,8,10,29793.9292417919,116920.151933482,27448.4712770418,19800.593676203,25391.8872158214,127667.227206517,108080.839710156,57874.1765020135,90979.6685256107,145764.453282774,54160.4865903288,76421.5714049689,33671.7922957094,22523.7501728873,805754.518011582,120308.198258302,40690.2233994107,66124.1303611559,69292.552183394,126802.065602103,69107.9973340142,167908.027248913,57451.7243070407,120484.557392917,78255.6150660844,68320.1944958538,57451.6703333914
"10",571,0.0332748725994781,168.028986060791,168.028678048458,168.029217153187,149.86200000002,148.89899999998,150.56999999998,6,4,1,1,12968.7188266286,11406.7930611601,12433.532921582,12558.1429938385,10493.5900763115,11529.8811009818,11806.4001568593,11683.397526148,5289.47627716133,10246.1916290474,5658.8423923301,9838.79637351289,5026.11297804699,9533.51092342403,8533.20045897455,11052.2802050241,3763.96787057169,10455.2535267647,5394.04373311138,8873.63865952923,4201.14529644571,8623.97781370143,3834.50168857873,9501.5022325969,5430.3303723312,9329.21419715155,4391.9068913803
