"","metaboliteID","PC4","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","QC","Unvaccinated","Vaccinated","Minipig_Pooled_QC1","Minipig_Pooled_QC2","Minipig_Pooled_QC3","Minipig_Pooled_QC4","Minipig_Pooled_QC5","Minipig_Pooled_QC6","Minipig_Pooled_QC7","Minipig_3273_12wks","Minipig_3273_30DPI","Minipig_4754_12wks","Minipig_4754_30DPI","Minipig_7488_12wks","Minipig_7488_30DPI","Minipig_7554_12wks","Minipig_7554_30DPI","Minipig_9739_12wks","Minipig_9739_30DPI","Minipig_1817_12wks","Minipig_1817_30DPI","Minipig_4515_12wks","Minipig_4515_30DPI","Minipig_5273_12wks","Minipig_5273_30DPI","Minipig_6059_12wks","Minipig_6059_30DPI","Minipig_9947_12wks","Minipig_9947_30DPI"
"1",294,-0.0310941377583471,129.052270259406,129.051655679004,129.05284763711,144.09299999999,139.38,145.257,22,7,6,9,15386.591616698,11843.2811668375,15392.447366499,17162.8890606963,19273.6121976964,20768.0674821882,18136.2570769372,17037.4597608275,12102.0301359937,13459.6940149994,18583.9463786732,14207.9648922572,24094.174116292,13046.9624637818,3413.71172943347,16364.0718300737,23167.6909063766,11563.4100947257,16412.6489979966,13182.6842666401,14941.108925354,11853.603502653,17799.3455575734,10569.200066875,15679.061694367,29792.6369907715,29278.6325932104
"2",656,-0.0348409969553679,187.057792604533,187.057186026867,187.058773710937,89.86399999999,88.72300000002,90.57499999998,26,7,9,10,28791.6578072451,29025.7961694609,30997.7450725787,28302.533276474,28551.3034714635,28938.2341396054,27401.8026155278,45996.731783014,20026.0068163303,25956.2792269761,12625.7296784252,50257.81838682,30285.9198732519,21004.5385687083,3038.29713814386,38581.8405983244,23945.7012545574,38492.9967866604,22315.8858351212,23833.3973340913,9351.57703597109,23966.1474317339,8481.10147192092,35905.6284786919,19307.0369209242,46988.5957076483,20992.2880127444
"3",768,-0.0363475391070719,211.10755958594,211.106939584318,211.108293857951,373.969,372.71600000002,381.024,27,7,10,10,50579.0535202168,55957.9363704438,61274.1561230971,69189.9542064334,76455.0032506971,79181.1325651538,85841.5133298156,95527.4516591538,37310.026610791,59674.1005059885,56336.3797353662,95596.0460020174,75038.6398591047,69605.3626607584,12949.4181169607,99774.2482026444,66672.6356339369,53868.4359106593,36240.965936518,48026.8884462361,53772.9355116951,60283.1654080915,60814.6772969898,57379.5542834471,61848.2942481578,168077.630289076,71542.6660176325
"4",771,-0.0448983402181604,211.205608657267,211.205164366682,211.206121469383,1528.269,1527.563,1528.94300000002,17,6,6,5,10895.3423493774,11090.8765772071,11167.2980548111,10022.9485023864,10792.5162718429,6321.20954044821,10610.9796003712,22390.4110211982,9294.01334876721,4996.5747249393,12404.8161601373,20484.3889331411,14604.8142427036,6579.92168839734,5986.46655816337,2711.19382186304,8724.98259751821,11846.1277832851,8092.13537351415,4374.2643445807,7432.22198355546,5038.07230913104,7557.68541819553,5210.64409072953,8534.5344188378,27883.7599081272,12346.6435962843
"5",781,-0.0309940166781967,213.148778401726,213.148297047259,213.149151114217,1081.46699999998,1080.651,1082.28599999998,22,7,6,9,10407.2891430021,8796.03370691531,9513.01377414841,9256.38374296353,9502.60953526026,9409.97940323313,9127.68337893156,17276.73752754,8201.4972495627,5140.37582335701,10414.5790085104,11462.4297906428,6299.18144889391,6428.37185120952,3386.23331038763,8698.69429208723,14781.4171240932,11322.144398041,7848.15959922482,9220.33819628688,12252.4369261193,10900.9718271302,11789.0397491194,8952.32158921003,12944.2041439558,27993.7194708855,6384.55066919992
"6",844,-0.0307373808346152,225.185168057327,225.184577233563,225.185696739382,1166.14249999999,1164.15799999998,1188.852,24,7,9,7,26201.897672977,26584.6702307845,26925.1760832737,25428.430357952,25684.9974031965,26496.7903295482,25305.8532784884,97100.5826760422,42673.4857733223,28995.1113698512,12518.7025628354,43822.1020838717,20667.9560007114,16426.6900567482,3702.17969364315,38094.2052937042,11650.3370884625,62316.3510571163,28987.5588093811,25541.1983805577,9149.99444924983,28511.659580699,7733.7224302073,26035.6235002303,9333.02059351839,48668.4506442225,13015.573629507
"7",849,-0.0314558641072157,227.124227193659,227.115594105771,227.1251240997,84.43550000001,79.86999999998,85.884,30,7,8,7,8769.04584087925,8813.95130364157,9790.77303834153,8591.89201314207,8148.57114569856,8065.97109856074,7959.32601520648,39952.6049647876,7217.40044613462,10930.5716919299,16364.0373275299,16981.1061559245,6617.41566284181,15664.9512103448,11652.0828982957,11873.0862452087,8589.92148889085,17370.4016215227,4294.3527830168,14094.5283841616,5870.66729528861,13125.8587119141,8625.81309483643,16062.3816515808,10525.3227250486,36980.6173047461,6367.06711929105
"8",852,-0.0416015134137302,227.200566234749,227.200099172948,227.201103776431,1224.86500000002,1214.85499999998,1226.20499999998,21,7,2,2,20604.9094949704,20119.7069016195,19676.3643032611,21520.247466762,20637.713540858,20000.4750486679,20753.4683036312,118931.007662056,3375.85446666067,0,552.041075378036,86035.4274117026,4825.42063979432,478.327506779624,0,147.894333581854,702.903844073415,60631.7881639158,2961.28757006427,0,147.209494484382,631.004486781986,335.089230577412,139.766822889758,296.490342818985,193337.833954233,2467.29759251078
"9",860,-0.034815439782286,229.119134276636,229.118324503379,229.120275801192,90.47799999998,88.99100000002,100.638,27,7,10,10,73948.2034996034,74831.822969864,72891.1063120682,70454.4739963256,68693.04838473,67112.5730220337,64616.1791820985,118591.007142644,48125.5404019318,65242.1110701942,58576.7999026337,100964.481245827,60146.7690748902,58468.4754446615,34067.1431994103,77790.9522359329,49897.2341159651,86202.0517184447,47234.6072944153,58872.7303227539,61327.8136032116,65929.6565375621,58962.3035829838,61865.9971396132,58558.721450231,106394.610339341,45859.7451739254
"10",861,-0.0310187821509778,229.118324388682,229.117883843046,229.119125368382,126.57349999998,124.56,127.253,26,7,9,10,126759.523736805,117414.511356163,138296.714829861,130965.517555193,120066.465080989,115441.990777193,139208.286611271,148081.895832495,72804.1945122389,96487.4262119518,77650.0330477628,134329.979049238,79823.8669131287,96995.8690088191,3856.47531062043,117856.901516842,69419.9107351767,137522.330384449,64240.0605716615,80339.876143256,86801.6797516882,98528.865626966,87483.9734936753,108368.558918363,104703.431347293,172518.220092671,77300.4227808541
"11",877,-0.0395040423044978,233.089654465761,233.088917705824,233.090323101868,373.83550000002,372.71600000002,374.506,14,4,7,3,7904.97483317781,8385.40699209262,9074.0906607963,9452.40611837696,11826.7203151647,12323.5276318181,12409.9238728096,15241.4968166997,5360.77987422948,9139.33411926838,9099.35491717719,16370.7080572265,11701.5817992936,9699.47617508687,228.183053396953,13501.6050559848,9622.83531917535,9382.04664519542,5722.59273852684,7329.57055975015,8073.88178832468,8031.96558917372,7721.4635881437,8563.22704882445,8334.20527054579,27762.1241405219,11500.8194217791
"12",899,-0.0449580657959429,239.236829478403,239.236006245834,239.237937654397,1611.44700000002,1610.94,1612.29700000002,21,7,7,7,11681.5129810639,11218.3408554323,10596.3968005201,10496.0560590494,11637.1165957477,8956.02678619619,11373.2583253088,16424.9136671949,9847.87486463677,5788.13239834993,10734.3737796478,16130.4250980908,13894.7459200823,7327.72530110567,9209.05827198805,5415.31639555645,10288.4358334277,11889.4095341999,8947.5854481989,5497.73018994252,8497.22373596193,6074.96095197166,8352.56655182696,5757.63991333544,8609.63838760222,18784.586989312,12424.4959726564
"13",955,-0.0344443184901114,251.100626822855,251.099772509083,251.101942396727,90.46949999998,88.99100000002,91.24,26,7,9,10,12716.3702738419,12450.3189346963,12459.8568818315,12598.3662115154,12165.1732166225,11290.3525630369,11434.4290814192,21440.8549976761,8438.12830364228,10170.378262736,11040.3767953258,16320.7470782593,10552.5380896006,7915.80073238027,0,12355.5623879304,8801.44216434449,15932.6657082269,8346.39095857545,10734.5182551383,12821.4275054058,9585.82823861556,10189.5542052498,10571.8445725778,10323.5420561912,18069.8495348696,8661.41514823398
