metaboliteID,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,QC,Unvaccinated,Vaccinated,Minipig_Pooled_QC1,Minipig_Pooled_QC2,Minipig_Pooled_QC3,Minipig_Pooled_QC4,Minipig_Pooled_QC5,Minipig_Pooled_QC6,Minipig_Pooled_QC7,Minipig_3273_12wks,Minipig_3273_30DPI,Minipig_4754_12wks,Minipig_4754_30DPI,Minipig_7488_12wks,Minipig_7488_30DPI,Minipig_7554_12wks,Minipig_7554_30DPI,Minipig_9739_12wks,Minipig_9739_30DPI,Minipig_1817_12wks,Minipig_1817_30DPI,Minipig_4515_12wks,Minipig_4515_30DPI,Minipig_5273_12wks,Minipig_5273_30DPI,Minipig_6059_12wks,Minipig_6059_30DPI,Minipig_9947_12wks,Minipig_9947_30DPI
3486,768.8774221,768.8764624,768.8792391,609.6385,608.681,609.899,26,7,9,10,751020.037,713277.7301,712020.6098,685150.3043,687326.9313,681232.9601,660992.627,2092786.832,632485.7745,634320.577,45278.85365,1223365.409,129736.0685,127565.5226,4875.686184,824428.8258,82773.43224,1599043.141,1134579.813,1299514.616,139409.3468,391582.5206,139277.2359,332503.5668,128695.5501,2149709.293,899327.4001
3488,769.3784698,769.3772672,769.3798006,609.824,608.681,610.301,26,7,9,10,241182.2,225880.9947,228001.9767,219603.5795,218171.2091,219674.6243,215042.3828,689669.1102,199918.2584,204321.4692,15780.07364,395614.0841,43970.23907,43679.22952,1835.65591,261481.0339,28984.72512,520082.0231,366247.9903,420796.5618,46549.11561,126995.7764,46779.26094,105958.8317,40724.58395,700128.3179,287813.4986
3492,769.657295,769.655966,769.6599655,580.21,579.336,581.457,24,7,8,9,13056.94406,12771.16133,12516.54453,12232.16476,12771.15031,12189.53772,11915.46051,14925.59522,12437.34565,12635.91482,7001.609506,12721.61511,13121.90543,9481.475632,1849.567499,13206.69709,9110.430338,14312.71526,15120.60507,16039.03429,9384.170225,11909.44494,6769.989335,11257.0945,8481.735052,19149.75662,13526.67085
3493,769.8795168,769.8779338,769.8810206,609.652,608.681,610.206,25,7,8,10,55762.52928,52187.92626,51297.2873,49884.59152,51069.50673,49959.04346,48303.2381,151169.6574,46299.03598,46913.02144,4704.719897,87954.91419,10601.56719,11103.42291,185.2357521,59390.35371,7641.449271,116089.043,80867.16115,96439.10888,11865.1475,30001.8053,12412.39058,26070.93987,10446.34022,153473.7175,64555.2332
3494,769.9911416,769.9889655,769.9934444,580.2255,579.334,581.062,20,7,6,7,8848.567979,8846.304325,9473.305372,8684.502009,8833.625005,8382.725411,8082.280991,10186.79996,8118.104825,9309.052405,5278.893342,9033.635844,8769.90736,6190.198856,1013.251829,8898.482915,6275.861144,10689.80355,9945.22229,10866.13379,6349.71195,8581.392928,4998.943329,7893.951836,5524.517056,13197.16471,9282.929609
3496,770.3793685,770.3773535,770.3818241,609.827,608.681,609.899,17,7,5,5,11784.88613,12468.91411,12309.27542,10794.1232,11861.14495,11720.798,10669.28986,33261.97,10985.75532,10603.62894,1185.583238,20025.82412,2687.410626,2863.518934,0,12710.50703,1652.205247,25420.75784,18016.39254,20670.41328,2918.174509,7314.611972,2996.269574,6626.503973,2404.921623,32668.38551,15055.26313
3529,778.8651275,778.8638136,778.8666683,609.8365,608.681,610.524,26,7,9,10,147370.9829,141251.0241,139721.8136,129252.1084,130807.3866,136246.2919,130276.801,254631.2214,134335.9969,120850.2879,11321.65454,192418.5123,26868.94073,23690.41038,157.6803186,136328.0368,17412.93556,220604.0412,187907.0217,178625.0336,38909.66801,78369.64217,27052.50009,76238.18074,33373.7167,225741.9566,156527.6411
3531,779.3665507,779.3651739,779.3678728,609.8365,608.681,610.524,26,7,9,10,120331.559,113528.1291,112636.8921,105085.1276,107555.0156,108850.9948,102945.1389,204540.4783,109325.1032,101274.8093,9848.998062,154677.8479,21452.67237,19656.82339,0,112120.3027,16676.53717,180151.4155,149395.0486,148142.7599,33166.29725,65324.51792,21240.04632,63624.07921,29885.03423,179446.0732,125576.8053
3533,779.8667619,779.8655487,779.8685034,609.831,608.681,610.524,25,7,8,10,57080.70712,55166.47404,54552.6717,51890.27,51496.44146,51634.47121,51320.23737,99199.05286,52912.72522,47924.15006,4632.212246,73866.75217,10878.10995,10152.0235,0,53303.68108,7796.346415,84955.90426,71281.79485,69566.59835,15340.90908,31401.19459,11006.81656,30205.04907,13962.80624,85898.32334,62063.89797
3535,780.367213,780.3654122,780.3687173,609.828,608.681,610.028,19,7,5,7,21725.1767,21494.53362,20983.86126,19870.55655,19483.5315,19657.21819,19252.85659,34708.43028,19518.46702,19012.85416,2118.28317,26336.69902,4422.276702,4567.349628,0,21100.89726,3119.222958,30823.79355,25543.42882,26721.98787,6669.144946,11936.62948,4462.804607,12336.27944,5826.642457,29334.20155,21654.25403
3558,787.3507728,787.3487145,787.3526722,609.831,608.681,610.488,17,7,5,5,14281.80394,13211.84991,11748.58019,11874.87298,12782.12246,11455.9907,11033.35553,21477.43386,10924.93296,11915.14427,1461.95304,17027.49909,3672.66985,4068.536114,0,11903.65484,2335.585088,18550.02327,15289.37846,14208.25462,4209.31714,8032.06056,2578.828049,7106.903719,3926.793367,16503.38506,13382.4141
4480,1537.744919,1537.741726,1537.747293,609.831,608.681,610.488,17,7,5,5,13384.736,12589.85274,12959.51185,12090.8057,12810.36861,12000.75412,11815.19274,51938.23181,9928.551658,11601.05282,0,26812.22264,699.0753967,1040.438149,0,16470.41896,0,35515.98191,22561.78834,29919.65906,1314.584386,5710.072848,686.0954886,4602.227431,1113.242754,56940.76355,17343.19241
