"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"HMDB0001858","p-Cresol","HMDB0001858","2879","C01468","CC1=CC=C(C=C1)O","1"
"HMDB0033895","Anisole","HMDB0033895","7519","C01403","COC1=CC=CC=C1","1"
"HMDB0003119","Benzyl alcohol","HMDB0003119","244","C03485","C1=CC=C(C=C1)CO","1"
"HMDB0002055","o-Cresol","HMDB0002055","335","C01542","CC1=CC=CC=C1O","1"
"HMDB0002048","m-Cresol","HMDB0002048","342","C01467","CC1=CC(=CC=C1)O","1"
"HMDB0163354","NA","NA","NA","NA","NA","0"
"HMDB0163353","NA","NA","NA","NA","NA","0"
"HMDB0163351","NA","NA","NA","NA","NA","0"
"HMDB0163350","NA","NA","NA","NA","NA","0"
"HMDB0163352","NA","NA","NA","NA","NA","0"
"HMDB0163702","NA","NA","NA","NA","NA","0"
"HMDB0179351","NA","NA","NA","NA","NA","0"
"HMDB0179346","NA","NA","NA","NA","NA","0"
"HMDB0179345","NA","NA","NA","NA","NA","0"
"HMDB0179344","NA","NA","NA","NA","NA","0"
"HMDB0179343","NA","NA","NA","NA","NA","0"
"HMDB0179342","NA","NA","NA","NA","NA","0"
"HMDB0179341","NA","NA","NA","NA","NA","0"
"HMDB0169695","NA","NA","NA","NA","NA","0"
"HMDB0169664","NA","NA","NA","NA","NA","0"
"HMDB0165583","NA","NA","NA","NA","NA","0"
"HMDB0165582","NA","NA","NA","NA","NA","0"
"HMDB0165581","NA","NA","NA","NA","NA","0"
"HMDB0165584","NA","NA","NA","NA","NA","0"
"HMDB0163703","NA","NA","NA","NA","NA","0"
"HMDB0000453","Delta-Hexanolactone","HMDB0000453","13204",NA,"CC1CCCC(=O)O1","1"
"HMDB0060476","epsilon-Caprolactone","HMDB0060476","10401","C01880","O=C1CCCCCO1","1"
"HMDB0032490","Prenyl formate","HMDB0032490","110373",NA,"CC(=CCOC=O)C","1"
"HMDB0039581","NA","NA","NA","NA","NA","0"
"HMDB0031158","2-Methyl-4-pentenoic acid","HMDB0031158","549519",NA,"CC(CC=C)C(=O)O","1"
"HMDB0031562","2-Methyl-3-pentenoic acid","HMDB0031562","71587183",NA,"C\C=C/C(C)C(O)=O","1"
"HMDB0031559","4-Methyl-2,3-pentanedione","HMDB0031559","24115",NA,"CC(C)C(=O)C(=O)C","1"
"HMDB0031491","2,3-Hexanedione","HMDB0031491","19707",NA,"CCCC(=O)C(=O)C","1"
"HMDB0031560","2-Methyl-2-pentenoic acid","HMDB0031560","6436344",NA,"CC/C=C(/C)\C(=O)O","1"
"HMDB0031501","3-Hexenoic acid","HMDB0031501","5355152",NA,"CC/C=C\CC(=O)O","1"
"HMDB0029487","Allyl propionate","HMDB0029487","61319",NA,"CCC(=O)OCC=C","1"
"HMDB0033568","5-Oxohexanal","HMDB0033568","10953466",NA,"CC(=O)CCCC=O","1"
"HMDB0040328","NA","NA","NA","NA","NA","0"
"HMDB0031492","3,4-Hexanedione","HMDB0031492","62539",NA,"CCC(=O)C(=O)CC","1"
"HMDB0031561","4-Methyl-2-pentenoic acid","HMDB0031561","12216200",NA,"CC(C)/C=C\C(=O)O","1"
"HMDB0010719","trans-Hex-2-enoic acid","HMDB0010719","5282707",NA,"CCC/C=C/C(=O)O","1"
"HMDB0003843","Gamma-Caprolactone","HMDB0003843","12756",NA,"CCC1CCC(=O)O1","1"
"HMDB0240384","NA","NA","NA","NA","NA","0"
"HMDB0061929","NA","NA","NA","NA","NA","0"
"HMDB0061965","NA","NA","NA","NA","NA","0"
"HMDB0062135","NA","NA","NA","NA","NA","0"
"HMDB0161115","NA","NA","NA","NA","NA","0"
"HMDB0161116","NA","NA","NA","NA","NA","0"
"HMDB0163679","NA","NA","NA","NA","NA","0"
"HMDB0061652","3-hydroxyhexanoic acid","HMDB0061652","11829482",NA,"CCC[C@H](O)CC(O)=O","1"
"HMDB0171222","NA","NA","NA","NA","NA","0"
"HMDB0165042","NA","NA","NA","NA","NA","0"
"HMDB0165043","NA","NA","NA","NA","NA","0"
"HMDB0165041","NA","NA","NA","NA","NA","0"
"HMDB0163682","NA","NA","NA","NA","NA","0"
"HMDB0163680","NA","NA","NA","NA","NA","0"
"HMDB0163681","NA","NA","NA","NA","NA","0"
"HMDB0000317","2-Hydroxy-3-methylpentanoic acid","HMDB0000317","10796774",NA,"CC[C@@H](C)[C@H](C(=O)O)O","1"
"HMDB0000409","(5R)-5-Hydroxyhexanoic acid","HMDB0000409","7131043",NA,"C[C@H](CCCC(=O)O)O","1"
"HMDB0032158","(+/-)-1-Acetoxy-1-ethoxyethane","HMDB0032158","97895",NA,"CCOC(C)OC(=O)C","1"
"HMDB0000624","D-Leucic acid","HMDB0000624","439960","C03264","CC(C)C[C@H](C(=O)O)O","1"
"HMDB0000665","Leucinic acid","HMDB0000665","92779",NA,"CC(C)CC(C(=O)O)O","1"
"HMDB0000746","Hydroxyisocaproic acid","HMDB0000746","83697",NA,"CC(C)C[C@@H](C(=O)O)O","1"
"HMDB0000525","5-Hydroxyhexanoic acid","HMDB0000525","170748",NA,"CC(CCCC(=O)O)O","1"
"HMDB0001624","2-Hydroxycaproic acid","HMDB0001624","99824",NA,"CCCCC(C(=O)O)O","1"
"HMDB0001975","2-Ethyl-2-Hydroxybutyric acid","HMDB0001975","77199",NA,"CCC(CC)(C(=O)O)O","1"
"HMDB0010718","(R)-3-Hydroxyhexanoic acid","HMDB0010718","10197713",NA,"CCC[C@H](CC(=O)O)O","1"
"HMDB0012843","6-Hydroxyhexanoic acid","HMDB0012843","14490","C06103","C(CCC(=O)O)CCO","1"
"HMDB0033851","4,4-Dimethoxy-2-butanone","HMDB0033851","228548",NA,"CC(=O)CC(OC)OC","1"
"HMDB0032456","Paraldehyde","HMDB0032456","31264","C07834","CC1OC(OC(O1)C)C","1"
"HMDB0040409","NA","NA","NA","NA","NA","0"
"HMDB0165040","NA","NA","NA","NA","NA","0"
"HMDB0059770","NA","NA","NA","NA","NA","0"
"HMDB0041844","NA","NA","NA","NA","NA","0"
"HMDB0029166","2-Methyl-3-hydroxyvaleric acid","HMDB0029166","152968",NA,"CCC(C(C)C(=O)O)O","1"
"HMDB0124942","NA","NA","NA","NA","NA","0"
"HMDB0167829","NA","NA","NA","NA","NA","0"
"HMDB0062810","NA","NA","NA","NA","NA","0"
"HMDB0125535","NA","NA","NA","NA","NA","0"
"HMDB0183895","NA","NA","NA","NA","NA","0"
"HMDB0126385","NA","NA","NA","NA","NA","0"
"HMDB0031459","3-Methoxybenzaldehyde","HMDB0031459","11569",NA,"COC1=CC=CC(=C1)C=O","1"
"HMDB0002340","2-Methylbenzoic acid","HMDB0002340","0","C07215","CC1=C(C=CC=C1)C(O)=O","1"
"HMDB0041485","NA","NA","NA","NA","NA","0"
"HMDB0033968","Methyl benzoate","HMDB0033968","7150",NA,"COC(=O)C1=CC=CC=C1","1"
"HMDB0032400","3-(5-Methyl-2-furyl)prop-2-enal","HMDB0032400","11434978",NA,"CC1=CC=C(O1)/C=C/C=O","1"
"HMDB0032603","2-Hydroxy-4-methylbenzaldehyde","HMDB0032603","61200",NA,"CC1=CC(=C(C=C1)C=O)O","1"
"HMDB0029686","4-Methoxybenzaldehyde","HMDB0029686","31244","C10761","COC1=CC=C(C=C1)C=O","1"
"HMDB0040733","Phenyl acetate","HMDB0040733","31229","C15583","CC(=O)OC1=CC=CC=C1","1"
"HMDB0032568","2'-Hydroxyacetophenone","HMDB0032568","9398","C07189","CC(=O)C1=CC=CC=C1O","1"
"HMDB0167830","NA","NA","NA","NA","NA","0"
"HMDB0038176","NA","NA","NA","NA","NA","0"
"HMDB0040638","NA","NA","NA","NA","NA","0"
"HMDB0029635","4-Methylbenzoic acid","HMDB0029635","7470","C01454","CC1=CC=C(C=C1)C(=O)O","1"
"HMDB0033128","4-(2-Furanyl)-3-buten-2-one","HMDB0033128","1549522",NA,"CC(=O)/C=C\C1=CC=CO1","1"
"HMDB0003767","4-Hydroxyphenylacetaldehyde","HMDB0003767","440113","C03765","C1=CC(=CC=C1CC=O)O","1"
"HMDB0033766","2-Methoxybenzaldehyde","HMDB0033766","8658",NA,"COC1=CC=CC=C1C=O","1"
"HMDB0000209","Phenylacetic acid","HMDB0000209","999","C07086","C1=CC=C(C=C1)CC(=O)O","1"
